,movie_name,movie_tag,movie_country,movie_length,movie_release,movie_rate,movie_summary,movie_director,movie_actor,movie_rank,movie_firtweek_ticket,movie_all_ticket
933,西游记女儿国,喜剧-爱情-动作,中国大陆 ,116,2018-02-16,79,唐僧师徒途经忘川河，因激怒河神而误入西梁女界。闯入其中，众人才发现这个国家只有女性，并且建国以来此地就没来过男性。而且国中立有祖训，将男人视为天敌。典籍中更有预言，指明有朝一日，会有东土而来的僧人 （ 冯绍峰 饰）带着一只猴子 （ 郭富城 饰）、一头猪 （ 小沈阳 饰）和一个小蓝人 （ 罗子溢 饰）闯入其中。他们到来之日，便是国王 （ 赵丽颖 饰）和女儿国走向毁灭之时 。,郑保瑞,郭富城-冯绍峰-赵丽颖-小沈阳,Unknown,33150,72741
934,闪电侠,动作-冒险-奇幻,美国 ,145,2023-06-16,90,巴里用自己的超能力重返过去，想要改变历史、拯救自己的家人，然而他的所作所为，也在无意间改变了未来。在这个新的未来里，佐德将军回归，并威胁要毁灭世界。巴里孤立无援，除非他能劝动一位非常不同且已隐退的蝙蝠侠重出江湖，并拯救被囚禁的氪星人——尽管这位并不是他所熟悉的超人。最终，为了拯救他身处这个世界，并回到他熟知的未来，巴里惟一的希望就是为命运而极速狂奔。不过，即使巴里做出最终极的牺牲……他真的能让整个宇宙都重归正轨吗？,安德斯·穆斯切蒂,埃兹拉·米勒-迈克尔·基顿-萨莎·卡莱-本·阿弗莱克,Unknown,9475,18509
935,咒怨,悬疑-恐怖,日本 ,92,2003-01-25,68,东京近郊一间屋被传是阴森鬼屋，说但凡拜访者进入，都会离奇毙命或神秘失踪。传说当年该屋的主人曾因突至的狂性大发斩死妻子，尔后自杀，其6岁的儿子从此失踪，至今下落不明，鬼屋自此怨气冲天，每一位到访者都会在瞬间被恐怖笼罩。 大学女生理佳（奥菜惠）因做义工无意间闯入该屋，在遍寻不着要照顾的老人后，她于无意间瞥见一个神秘诡异男孩，但转眼男孩又失踪。自此，诸多恐怖怪事开始接二连三在理佳身上发生，其身边的亲朋好友也一一受到牵连。,清水崇,奥菜惠-尾关优哉-上原美佐,Unknown,Unknown,Unknown
936,釜山行2：半岛,动作-惊悚-恐怖,韩国 ,115,2020-07-01,65,故事承接上一部，开完釜山的列车带来丧尸病毒。转眼四年过去，病毒蔓延全国，朝鲜半岛遭到全世界遗弃。退伍军人正锡（姜东元 饰）在最后时刻带着家人们登上难民船，谁知船上依然混入了被感染者，悲剧再度上演。最终，难民船改道开往中国香港，侥幸逃生的正锡以难民身份在这座城市的最底层艰难求生。偶然机缘，他接到一个“地下任务”，美国人在韩国遗失了巨额现金，亟需有人能够潜入这片死亡区域把钱取回来，与此同时这些人能够取得丰厚报酬。看在钱的份上，正锡和一群同伴踏上了这片熟悉而又陌生的土地。 夜幕降临的韩国，四周一片死寂，而那些沉睡良久的丧尸，似乎正等待着“食物”的到来……,延相昊,姜栋元-李贞贤-权海孝-李来,Unknown,Unknown,Unknown
937,罗小黑战记,动画-动作-奇幻,中国大陆 ,101,2019-09-07,93,在熙攘的人类世界里，很多妖精隐匿其中，他们与人类相安无事地生活着。猫妖罗小黑因为家园被破坏，开始了它的流浪之旅。这场旅途中惺惺相惜的妖精同类与和谐包容的人类伙伴相继出现，让小黑陷入了两难抉择，究竟何处才是真正的归属 。,MTJJ木头,王祯-王宥霁-叮当,Unknown,8416,31573
938,变形金刚2,动作-科幻,美国 ,150,2009-06-24,86,山姆·维特维奇（ 希亚·拉博夫 饰）成功阻止了“霸天虎”和“汽车人”两派变形金刚的对决，拯救了全世界的两年后，他虽然被视为英雄人物，但是他还是一个青少年，对于即将要上大学这件事充满了焦虑，尤其是要离开他的女友米凯拉（ 梅根·福克斯 饰）以及第一次离开他的父母。他也必须向留下来守护他的变形金刚“大黄蜂”解释，他不希望他跟他去大学，因为山姆只想要过一个平凡的大学生涯，但是他这么做，就必须抛开他的宿命。正当山姆想要尽可能把之前被卷入变形金刚大战的事件彻底忘记的同时，那场大战却造成了很多改变。第七区被政府关闭，而忠心耿耿的西蒙（ 约翰·特托罗 饰）则被开除。一个被称为NEST的单位取代了第七区，他们利用兰诺斯中校（ 乔什·杜哈明 饰）以及爱普斯（ 泰瑞斯·吉布森 饰）曾经和“霸天虎”交过手的经验，和“汽车人”携手合作，避免“霸天虎”再次肆虐地球。只可惜短视的美国政府国家安全局顾问只想掌控美国所有的国防单位以及它们的力量，同时他认为NEST是无关紧要的单位，因为“霸天虎”不再构成威胁，所以打算关闭NEST。他认为人类不该卷入“汽车人”与“霸天虎”的纷争。而当山姆好不容易甩掉一直对他碎碎念的父母，来到他的宿舍寝室时，却发现他的室友里奥（ 雷曼·罗德克里兹饰）除了是个疯计算机的宅男以外，也无所不用其极想要把大学的校花爱丽丝（ 伊莎贝尔·卢卡斯 饰）。这时候山姆的脑海突然像被闪电击中一样，看到一幕一幕的影像从眼前闪过。他很怕自己像他的祖父一样发疯了，一开始死也不肯说出这个秘密，后来才发现出现在他脑海中的这些符号绝对不容忽视。这下子他原来打算过平凡生活的计划又泡汤了，山姆再度被卷入“汽车人”与“霸天虎”的大战，这次会影响整个宇宙的命运，而山姆却不知道，这场正邪之战的关键就掌握在他手中。但是靠着他的好友、他在NEST的战友，甚至靠着他的父母的帮忙，山姆终于接受维特维奇家族与生俱来的责任，不再逃避他必须承担的责任，也真正学会没有牺牲就没有胜利的意义 。,迈克尔·贝,希亚·拉博夫-梅根·福克斯-乔什·杜哈明-姜广涛,Unknown,暂无,40366
939,鼠胆英雄,喜剧-爱情,中国大陆 ,106,2019-08-02,84,三十年代的上海滩，胆小如鼠的青龙帮小混混 闫大海 （ 岳云鹏 饰）在自己身患绝症之际，竟然阴差阳错当上了警察。为了给梦中女神飞乐门舞女 杜卿 （ 佟丽娅 饰）挣赎身钱，他计划在自己生命中所剩不多的时间里因公殉职，从而拿到抚恤金拯救女神。然而，在他疯狂执行铲除“黑帮”“毒枭”的任务、以身赴死的过程中，却总是事与愿违求死不得死，反而得到屡屡升迁。然而，纸醉金迷的上海滩，还隐藏着更大的危机 。,束焕,岳云鹏-佟丽娅-田雨,Unknown,6061,10165
940,剧场总集篇 『孤独摇滚！』 Re:,动画-音乐,日本 ,92,2024-06-07,Unknown,作为网络吉他手“Guitar Hero”而广受好评的后藤一里，在现实中却是个什么都不会的沟通障碍者。 一里有着组建乐队的梦想，但因为不敢向人主动搭话而一直没有成功，直到一天在公园中被伊地知虹夏发现并邀请进入缺少吉他手的“结束乐队”。可是，完全没有和他人合作经历的一里，在人前完全发挥不出原本的实力。 为了努力克服沟通障碍，一里与“结束乐队”的成员们一同开始努力……,斋藤圭一郎,青山吉能-铃代纱弓-水野朔-长谷川育美,Unknown,Unknown,Unknown
941,无双,动作-惊悚-犯罪,"中国大陆,中国香港 ",130,2018-09-30,89,以代号“画家” （周润发饰）为首的犯罪团伙，掌握了制造伪钞技术，难辨真伪，并在全球进行交易获取利益，引起警方高度重视。然而“画家”和其他成员的身份一直成谜，警方的破案进度遭受到了前所未有的挑战。在关键时刻，擅长绘画的李问 （郭富城饰）打开了破案的突破口，而“画家”的真实身份却让众人意想不到 。,庄文强,周润发-郭富城-张静初-冯文娟,Unknown,5482,127378
942,暴裂无声,惊悚-悬疑-犯罪,中国大陆 ,120,2018-04-04,82,在2004年的凛冬里，一个北方矿业小镇上，牧羊少年带着自家的羊群在山里行走，路过浅浅的河沟驻足远望。两天后，矿工张保民 （ 宋洋 饰）得知儿子失踪的消息急切赶回家中，三天后，律师徐文杰 （ 袁文康 饰）的女儿也跟着失踪。他拿起电话打给他能想到的唯一嫌疑人，黑白两道通吃的煤老板昌万年 （ 姜武 饰）。于是，两起本来毫不相干的失踪案意外地关联到了一起，所有人都脱不了关系 。,忻钰坤,宋洋-姜武-袁文康-谭卓,Unknown,3587,5426
943,如果声音不记得,爱情-青春-奇幻,中国大陆 ,102,2020-12-04,79,拥有控制声音的超能力的男主角辛唐 （ 孙晨竣 饰），在给父母扫墓时遇到了同校民歌系的女孩吉择 （ 章若楠 饰）。吉择在墓地的出格行为令辛唐非常反感，辛唐的冷漠反应也让吉择很不喜欢。阴差阳错下，互相看不顺眼的两个人被意外地绑定在了一起。在被迫相处的过程中，辛唐意识到了自己对吉择的感情，吉择也慢慢敞开心扉。然而正当爱情甜蜜时，吉择黑暗的过往被揭开，同时辛唐超能力的秘密也被吉择察觉，这段感情又陷入了危机，两个人的命运注定被带向一个不平凡的远方 。,落落,章若楠-孙晨竣-王彦霖-严屹宽,Unknown,15481,33480
944,2021年中国电影博物馆国际电影展映 ——俄罗斯电影展,,Unknown,Unknown,,Unknown,暂无剧情简介,Unknown,Unknown,Unknown,Unknown,Unknown
945,玩具总动员4,喜剧-动画-奇幻,美国 ,100,2019-06-21,91,在告别旧主人安迪之后，胡迪和他的伙伴们成为了邦妮的玩具。胡迪 （ 汤姆·汉克斯 配音）对于新家的适应还不是那么顺利，而在邦妮从幼儿园带回一个叫叉叉 （ 托尼·海尔 配音）的新朋友后，情况变得更复杂了。叉叉是邦妮自己在美术课上做的，但它现在出现了自我认知危机，因为它觉得自己的作用是餐具，而不是玩具。胡迪想以一己之力教叉叉如何做一个玩具，但它俩在一次家庭度假中，与邦妮和其它玩具分开了，所以它们必须合作找到回家的路。在路上，胡迪与牧羊女 （ 安妮·波茨 配音）重聚，开始质疑自己生命的意义，并与嘉年华奖品达鸭和兔哥，以及潇洒公爵 （ 基努·里维斯 配音）结为同盟，共同对抗一个叫盖比娃娃 （ 克里斯蒂娜·亨德里克斯 配音）的邪恶古董娃娃，以将叉叉送回邦妮和其它玩具身边 。,乔什·库雷,汤姆·汉克斯-蒂姆·艾伦-安妮·波茨-托尼·海尔,Unknown,9143,20073
946,时空创世纪,科幻-冒险,泰国 ,146,2024-09-12,Unknown,斯特拉因 30 年前父亲失踪而备受困扰，她回到家乡照顾生病的母亲。一天晚上，她的父亲通过一台旧收音机联系到了她。斯特拉必须穿越时空，通过激活 Taklee Genesis 把他带回来。,楚克·萨克瑞科,宝拉·泰勒-皮特·考普·狄瑞恩达尔-瓦纳拉特·拉萨梅拉特-金吉拉·潘帕斯,Unknown,Unknown,Unknown
947,速度与激情6,动作,美国 ,130,2013-07-26,93,多米尼克·托雷托 （ 范·迪塞尔 饰）在率领伙伴大干一票收获1亿美金之后，大家环游全球逍遥快活，可带罪之身注定无法衣锦还乡与家人团聚。此时霍布斯 （ 道恩·强森 饰）正率领手下缉拿一个在12个国家流窜作案的雇佣兵犯罪集团，该集团头目 （ 卢克·伊万斯 饰）狡猾奸诈，而机智能干的副手居然是死而复生的多米尼克旧爱莱蒂 （ 米歇尔·罗德里格兹 饰）。在对抗中渐落下风的霍布斯想到了一个两全之计：招募多米尼克团伙与雇佣兵集团在伦敦上演飙车决战，所有爱恨情仇都将在马达轰鸣中消散，而无论两方胜负如何其罪行都将被一笔勾销 。,林诣彬,范·迪塞尔-保罗·沃克-道恩·强森-路克·伊凡斯,Unknown,18471,41373
948,小时代3：刺金时代,爱情,"中国大陆,中国台湾 ",124,2014-07-17,76,林萧 （ 杨幂 饰）、顾里 （ 郭采洁 饰）、南湘 （ 郭碧婷 饰）、唐宛如 （ 谢依霖 饰）四个从小一起长大的好姐妹大学毕业进入职场，开始了新的旅程。顾里率领众人搬进了新的别墅，大家继续着同一屋檐下的乌托邦生活。林萧、顾里陪同宫洺 （ 锦荣 饰）参加罗马的时尚活动，还叫上了南湘和唐宛如，又在罗马遇上了顾里的混血表弟Neil （ 李贤宰 饰）。然而当林萧回到上海，却接到了男友周崇光 （ 陈学冬 饰）癌症复发不幸去世的噩耗。几个月后，终于振作起来重新开始新生活的林萧却遇到了一个总是让她莫名想起崇光的外国模特陆烧 （ 陈学冬 饰）。与此同时，顾里从未见过面的亲生弟弟顾准 （ 任言恺 饰）突然出现，手握顾家20%的隐藏股份，他告诉顾里M.E有一个巨大的财务漏洞，姐弟两人联手想要夺回被M.E收购的盛古公司。顾里说服姐妹们借着宫洺生日暨M.E周年庆的机会去宫家老宅偷取关键文件，一切看来如她们预想的那样顺利，而一个最漫长难熬的夜晚在静静等待着她们 。,郭敬明,杨幂-柯震东-郭采洁-陈学冬,Unknown,31537,52098
949,羞羞的铁拳,喜剧-奇幻,中国大陆 ,100,2017-09-30,91,靠打假拳混日子的艾迪生 （ 艾伦 饰），本来和正义感十足的体育记者马小 （ 马丽 饰）是一对冤家，没想到因为一场意外的电击，男女身体互换。性别错乱后，两人互坑互害，引发了拳坛的大地震，也揭开了假拳界的秘密，惹来一堆麻烦，最终两人在“卷莲门”副掌门张茱萸 （ 沈腾 饰）的指点下，向恶势力挥起了羞羞的铁拳。,宋阳,艾伦-马丽-沈腾,Unknown,31083,221365
950,白蛇传·情,戏曲-剧情-爱情,中国大陆 ,101,2021-05-20,91,白蛇的故事，远久流传着，白素贞修炼千年，只为人间寻那许仙，再续兰因前缘。说什么人妖殊途，法理难容此爱恋。昆仑雪寒金山水漫，白素贞拼尽所有，只求天地人心情真一片。纵天谴又如何，再困塔里千年亦甘愿，彼此守望，哪天，佛陀花开，你我再见。,张险峰,曾小敏-文汝清-朱红星-王燕飞,Unknown,292,2384
951,绣春刀II：修罗战场,动作-古装-武侠,中国大陆 ,120,2017-07-19,85,明天启七年，北镇抚司锦衣卫 沈炼 （ 张震 饰）在一次扫除乱党任务中，为救画师 北斋 （ 杨幂 饰），将同僚 凌云铠 （ 武强 饰）灭口。此后一方面要摆脱来自 陆文昭 （ 张译 饰）、 裴纶 （ 雷佳音 饰）的质疑与调查，一方面又在神秘女子的要挟下放火烧了锦衣卫经历司，协力查明真相 。裹挟在乱世，沈炼与北斋情陷其中，却越陷越深。而在这一切的背后，巨大阴谋正暗中布局。在明末乱世的逆命之争，沈炼除了面临新的求生难题，爱情、兄弟情义的羁绊或将是他更具危机的修罗场。,路阳,张震-杨幂-张译-雷佳音,Unknown,17640,26589
952,关于我妈的一切,剧情,中国大陆 ,120,2021-09-19,93,妈妈季佩珍 （ 徐帆 饰）是这个家的灵魂所在，她像有分身术一样能照顾到每一个人。在她的面面俱到之下，这个家看上去井然有序，然而事实并非如此。在妈妈季佩珍眼里女儿李小美 （ 张婧仪 饰）永远都是最优秀的，却不知在北京工作生活的她还有另一面。女儿对妈妈的掌控有多抵触，季佩珍更是不了解。医生丈夫李文舫 （ 许亚军 饰）因几年前的一次失误，至今还无法拿起手术刀。婆婆患有阿尔兹海默症，生活都无法自理，就在身为教师的季佩珍刚刚退休，似乎能松一口气多拥有些自己的时间，却被查出了恶性肿瘤四期。如果妈妈只剩下四个月的生命，这家人的生活又该如何继续下去 。,赵天宇,徐帆-张婧仪-赵晓苏-许亚军,Unknown,2729,15012
953,爱在黎明破晓前,爱情,"美国,奥地利,瑞士 ",101,1995-01-27,87,美国青年杰西（伊桑·霍克饰演）在火车上遇到法国女学生席琳（朱莉·德尔佩饰演）。杰西去维也纳坐飞机回美国，席琳探望完祖母后回巴黎上学。到维也纳时，他们因钱不够，决定在维也纳过夜。他们漫步街头，聊童年、看唱片、逛坟地、游游乐园，还拥抱接吻。晚上，他们聊爱情、生活、宗教和对维也纳的感受。在酒吧，席琳分享分手之痛，杰西谈欧洲之旅。在一家咖啡馆，他们假装给朋友打电话，吐露心意。虽然知道可能不再相见，他们仍珍惜时光，偷红酒畅饮。黎明时，他们在火车站分别，决定不交换联系方式，但约定六个月后再相见。,理查德·林克莱特,伊桑·霍克-朱莉·德尔佩-安德莉亚·埃克特-汉诺·波西尔,Unknown,Unknown,Unknown
954,苏州文化艺术中心管理有限公司意大利电影展映,,Unknown,Unknown,,Unknown,暂无剧情简介,Unknown,Unknown,Unknown,暂无,13
955,哈利·波特系列的50个精彩瞬间,纪录片,英国 ,93,2011-07-27,86,暂无剧情简介,克里斯托弗·希尔,罗比·考特拉尼-丹尼尔·雷德克里夫-艾玛·沃特森,Unknown,Unknown,Unknown
956,守阙者,剧情,"中国香港,中国大陆 ",97,,Unknown,警队内务部年轻警员小拾奉命在警队内部跨部门卧底，搜集缉毒组督察车正光督察私通黑道的证据。车正光表面上以黑制黑拘捕毒枭，但实际上是为了借围捕行动为自己的恩师破除勒索陷阱。一面是意气相投的兄弟之情，另一面是身为警察的公理之义，小拾是否还能继续坚持守住绝对的“正义之门”，一场警队内部的正“邪”对决即将展开。,唐唯瀚,古天乐-彭于晏-姜皓文-林保怡,Unknown,Unknown,Unknown
957,蚁人与黄蜂女：量子狂潮,动作-冒险,美国 ,125,2023-02-17,86,超级英雄斯科特·朗和霍普·凡·戴恩回归，继续作为蚁人和黄蜂的冒险。他们与霍普的父母汉克·皮姆和珍妮特·凡·戴恩，以及斯科特的女儿凯茜一起误入量子领域，与奇怪的新生物互动，并开始了一场超越他们想象极限的冒险。本片由佩顿·里德执导，凯文·费奇与斯蒂芬·布鲁萨德担任制片人。《蚁人与黄蜂女：量子狂潮》定档2023年2月17日北美上映。,佩顿·里德,保罗·路德-伊万杰琳·莉莉-乔纳森·梅杰斯-米歇尔·菲佛,Unknown,13186,27227
958,比悲伤更悲伤的故事,剧情-爱情,中国台湾 ,105,2019-03-14,81,唱片制作人张哲凯 （ 刘以豪 饰）和王牌作词人宋媛媛 （ 陈意涵 饰）相依为命，两人自幼身世坎坷只有彼此为伴，他们是亲人、是朋友，也彷佛是命中注定的另一半。父亲罹患遗传重症而被母亲抛弃的哲凯，深怕自己随时会发病不久人世，始终没有跨出友谊的界线对媛媛展露爱意。眼见哲凯的病情加重，他暗自决定用剩余的生命完成他们之间的终曲，再为媛媛找个可以托付一生的好男人。这时，事业有成、温柔体贴的医生 （ 张书豪 饰）适时的出现让他成为照顾媛媛的最佳人选，二人按部就班发展着关系。一切看似都在哲凯的计划下进行。然而，故事远比这里所写更要悲伤 。,林孝谦,陈意涵-刘以豪-张书豪-陈庭妮,Unknown,33361,95843
959,816,剧情-家庭,中国台湾 ,160,2024-10-19,Unknown,大声笑，用力活！《海角七号》《赛德克·巴莱》导演魏德圣暖心力作。 最温暖的孩子遇上最冰冷的病魔，小小勇士坚强迎战。六组性格、背景迥异的儿癌家庭和医护人员相遇在“816”病房，用乐观和爱对抗最残酷的现实，在笑与泪中互相治愈，收获最“BIG”的力量。 当绝望和希望交织，他们决定开启一场午夜出逃的神秘计划……,魏德圣,郑又菲-曾沛慈-陈博正-郭大睿,Unknown,45,81
960,加勒比海盗4：惊涛怪浪,动作-奇幻-冒险,美国 ,136,2011-05-20,73,"杰克船长被英国国王乔治二世抓住，受命去寻找传说中的“不老泉”，与他一同前往的还有他的老朋友，已经被招安了的 巴博萨船长。然而这趟航程出师不顺，杰克船长遇到了他的老情人安洁丽卡，他不清楚她究竟是真的爱自己，还是在利用他寻找""不老泉""。不过杰克还是被迫上了她的贼船，和她的父亲——臭名昭著、令人不寒而栗的海盗“黑胡子”一起展开了前途叵测的冒险。几位各自心怀鬼胎的主角在这趟混杂着海盗、军队、僵尸、美人鱼的旅程中勇往直前，谁将最先到达""不老泉""。而这神奇的泉水，又藏着什么秘密 。",罗伯·马歇尔,约翰尼·德普-佩内洛普·克鲁兹-杰弗里·拉什-伊恩·麦柯肖恩,Unknown,15109,46425
961,鲁邦三世VS名侦探柯南 剧场版,动作-动画-悬疑-犯罪,日本 ,104,2014-07-05,71,故事发生在维斯巴尼亚王国。樱女王的儿子吉尔不幸死于猎枪走火事故。惨剧的消息一传十十传百，轰动了各国新闻界，当然，也传到了江户川柯南和 鲁邦三世耳里。新闻报道称樱女王的长女米拉王女将继承王位成为下届女王，被卷入事件的柯南带着兰来到维斯巴尼亚王国，柯南打算让兰乔装成与他长相极为相似的米拉王女，这个时候，鲁邦向维斯巴尼亚王国下达了“盗窃女王皇冠”的挑战书。于是，柯南和鲁邦各怀心思朝着维斯巴尼亚王国出发了。,龟垣一,栗田贯一-小林清志-浪川大辅-泽城美雪,Unknown,Unknown,Unknown
962,星际变种,科幻-恐怖,中国大陆 ,96,2025-02-14,Unknown,"在太空中出生的杰米一直跟随着父母在宇宙中寻找一种未知生物。经历了漫长岁月的寻找,最终未知生物被雷公号船员捕获并取名为“巴力”。在“巴力”的引诱下,幼年杰米将它放出。逃出实验罐的“巴力”杀死了全部船员和杰米的父母,幼年杰米独自乘坐逃生舱逃回地球。二十年后,“巴力”的变种出现在地球上,杰米开始了拯救人类和自我救赎的征途的故事。",李麒麟,刘敬宇-杨舒婷-凯洱-麦小龙,Unknown,Unknown,Unknown
963,命运之夜——天之杯II ：迷失之蝶,剧情-动画-奇幻,日本 ,113,2019-07-12,90,该片改编自TYPE-MOON出品的文字冒险类游戏《Fate/stay night》，是该游戏最终路线HF线动画剧场版全三部作品中的第二章。通过女主角间桐樱的视角，讲述了御主和英灵为了得到可以实现一切愿望的圣杯而相互厮杀的一场战争。,须藤友德,杉山纪彰-下屋则子-神谷浩史-川澄绫子,Unknown,2232,2970
964,小鬼当家2,冒险-喜剧-家庭,美国 ,120,1992-11-20,84,一年一度的圣诞节即将来临，凯文一家又在为今年的圣诞旅行各自忙碌着，准备到佛罗里达去享受他们的圣诞假期。只有凯文·麦卡利斯特 （ 麦考利·卡尔金 饰）显得格外安静，因为在他的心中正期待着一个只属于自己的圣诞节。清晨，全家人又因为起晚了而匆匆拎上行李、慌忙地赶往机场。这一次，他们没有把小凯文落下，但在机场混乱的人群中，凯文误把别人当成了父亲，跟着他登上了开往纽约的飞机，当他走下飞机后才恍然大悟，不过他可并不打算为此而伤心，相反凯文暗自庆幸着终于能自由自在地过圣诞节了。第一次来到这个完全陌生的大城市，聪明机灵的凯文也不禁暗暗害怕。纽约是个美丽而繁华的城市，凯文从收音机里得知这里有一家豪华的广场宾馆，于是他用父亲的证件和信用卡预定了房间。一个不满十岁的小孩独自住在超豪华的总统套间里，这不免引起了宾馆服务员的好奇，晚上他们鬼鬼祟祟地潜入凯文的房间，想一探究竟，机智的凯文利用奶奶送给他的水上木偶和录音机吓跑了服务员。凯文乘坐着豪华轿车来到玩具城为自己购买圣诞礼物，沉浸在幸福之中的他突然看到两张熟悉的面孔，去年圣诞节被他送进监狱的两个水盗越狱后逃到纽约，正打算抢劫玩具城，能再次碰到凯文，他们当然不会放过报仇的机会。两个水盗自作聪明地认为，有了上次的经验，这次一定不会再让这个小鬼得逞了，可这一次，凯文为他们准备的机关更加“精彩”，从天而降的砖头雨、长了腿的工具柜、满是漆料的马桶、掩藏在门口的无底洞，几个回合的较量，两个水盗已经遍体鳞伤，毫无招架之力，最终被再次送上了警车。,克里斯·哥伦布,麦考利·卡尔金-乔·佩西-凯瑟琳·欧哈拉-约翰·赫德,Unknown,Unknown,Unknown
965,喜剧之王,剧情-喜剧-爱情,中国香港 ,89,1999-02-13,90,尹天仇 （ 周星驰 饰）一直醉心戏剧，想成为一名演员，平时除了做 跑龙套以外，还会在街坊福利会里开设演员训练班。此时舞小姐柳飘飘 （ 张柏芝 饰）在妈妈桑的带领下来到这里要求学做戏，原来柳飘飘有一段非常不愉快的经历，在尹天仇对她指导的过程中，柳飘飘对尹天仇渐生情愫，同时她也成为了夜总会里当红的小姐。尹天仇受到了极多白眼之后，终于得到了大明星鹃姐 （ 莫文蔚 饰）的赏识，提携他担演新戏中的男主角，但没想到突然把他的角色换掉了，令他失望不已。在片场当场务的卧底警员 （ 吴孟达 饰）身份被识穿，尹天仇阴差阳错的帮忙破了案。之后尹天仇继续活跃在街坊福利会的演员训练班里 。,李力持,周星驰-莫文蔚-张柏芝,Unknown,Unknown,Unknown
966,哥，你好,喜剧-剧情,中国大陆 ,111,2022-09-09,91,小伍 （常远饰）的父亲老伍 （魏翔饰）因为身患“阿尔兹海默症”晚期，他脑海中仅存的回忆就只剩下与小伍去世多年的母亲大六 （马丽饰）的相处瞬间。为了再次唤醒父亲的记忆，小伍带着找寻母亲的线索重新回到家中的旧房子，他无意间翻出一本尘封多年的日记本，和一个简陋的戒指盒。这时，一件令人始料未及的事突然发生了 。小伍阴差阳错回到20世纪80年代，意外搅黄了父亲与母亲大六的初次相遇。为了纠正这个错误，他想尽办法一次次重返过去，鼓励老妈追老爸，让人啼笑皆非的闹剧不断上演 。,张栾,马丽-常远-魏翔-贾冰,Unknown,14650,54800
967,中国车手周冠宇,纪录片-运动-励志,中国大陆 ,89,2024-04-19,Unknown,电影《中国车手周冠宇》，记录讲述一位中国小男孩，在家乡上海观看了第一场F1比赛之后受到启发，开始追寻自己的赛车梦想，并最终成为中国第一位也是迄今为止唯一一位F1赛车手的励志故事。,沈建平,周冠宇-戴维·库特哈德,Unknown,52,103
968,正义联盟,动作-冒险-科幻,美国 ,120,2017-11-17,86,蝙蝠侠（ 本·阿弗莱克 饰）在对人类残存的信心以及超人（ 亨利·卡维尔 饰）无私奉献的影响下，接受了新盟友——神奇女侠 （ 盖尔·加朵 饰）的帮助，去对抗更加强大的敌人。蝙蝠侠和神奇女侠一同寻找并招募了一支超人类联盟来抵挡新敌人的威胁。这支队伍虽然集结了蝙蝠侠、神奇女侠、闪电侠（ 埃兹拉·米勒 饰）、海王（ 杰森·莫玛 饰）和钢骨（ 雷·费舍 饰），似乎还是无法阻止敌人对地球的进攻 。,扎克·施奈德,本·阿弗莱克-亨利·卡维尔-盖尔·加朵,Unknown,34533,69058
969,了不起的夜晚,喜剧-惊悚,中国大陆 ,108,2023-03-31,84,一心想要红的短视频“达人”豹子面临公司倒闭和支付赔偿金的双重困境，合伙人狗子和猴子也提出要散伙。三兄弟因一个特殊邀约来到惊悚片剧组进行偷拍，打算干好“最后一票”。不料，他们居然拍到剧组女主角发生意外的独家画面！三兄弟随机应变继续偷拍，却没想到一连串的惊声尖笑愈演愈烈……,马凯,范丞丞-蒋龙-蒋易-王子璇,Unknown,2550,4690
970,惊奇队长,动作-冒险-科幻,美国 ,123,2019-03-08,87,卡罗尔·丹弗斯 （ 布丽·拉尔森 饰）是克里人的精英部队一员，但她挣扎着回忆过去，对于怎么获得超能力、以及之前的人生等超能力之前的人生，她只在梦中有片段不成章的记忆，这层困扰引起的情绪波动也进而影响她对超能力的掌控。所幸，在星际战队指挥官 （ 裘德·洛 饰）的调教之下，卡罗尔·丹弗斯学会如何控制自己的力量。一次任务中，卡罗尔·丹弗斯因故来到了地球，并遇到还是低阶探员的尼克·弗瑞 （ 塞缪尔·杰克逊 饰），卡罗尔·丹弗斯与尼克·弗瑞一起追捕在地球惹事的斯克鲁人塔罗斯 （ 本·门德尔森 饰），同时，也发现自己如何获得超能力 。,安娜·波顿,布丽·拉尔森-塞缪尔·L·杰克逊-本·门德尔松,Unknown,59826,103517
971,寄生虫,剧情-科幻,韩国 ,132,2019-05-30,Unknown,基宇（崔宇植 饰）出生在一个贫穷的家庭之中，和妹妹基婷（朴素丹 饰）以及父母在狭窄的地下室里过着相依为命的日子。一天，基宇的同学上门拜访，他告诉基宇，自己在一个有钱人家里给他们的女儿做家教，太太是一个头脑简单出手又阔绰的女人，因为自己要出国留学，所以将家教的职位暂时转交给基宇。 就这样，基宇来到了朴社长（李善均 饰）家中，并且见到了他的太太（赵汝贞 饰），没过多久，基宇的妹妹和父母也如同寄生虫一般的进入了朴社长家里工作。然而，他们的野心并没有止步于此，基宇更是和大小姐坠入了爱河。随着时间的推移，朴社长家里隐藏的秘密渐渐浮出了水面。,奉俊昊,宋康昊-李善均-曹汝贞-崔宇植,Unknown,Unknown,Unknown
972,乜代宗师,喜剧-剧情,中国香港 ,117,2024-05-31,Unknown,马飞龙是马家雷拳第十九代传人，却因一次意外中，于街头众目睽睽下被一名女途人击倒，而大出洋相，一夜之间身败名裂，沦为「乜代宗师」。后来马飞龙从记者口中知道女途人大有来头，原来她是香港拳坛传奇人物，曾经拥有四十场不败纪录的奇女子—陈真！,黄子华,黄子华-刘心悠-翟凯泰-罗天池,Unknown,58,80
